scenario_id,longitudinal_deceleration,safety_distance_m,safety_distance_s
5bc4920804c87d00012798c7,1.0,0.0,0.0
5bc4920804c87d00012798c8,1.0,1.0,1.0
5bc4920804c87d00012798c9,1.0,0.0,0.0
5bc4920804c87d00012798ca,0.0,0.0,0.0
5bc4920804c87d00012798cb,1.0,0.0,0.0
5bc4920804c87d00012798cc,1.0,0.0,0.0
5bc4920804c87d00012798cd,0.0,1.0,1.0
5bc4920804c87d00012798ce,1.0,0.0,0.0
5bc4920804c87d00012798cf,1.0,1.0,1.0
5bc4920804c87d00012798d0,1.0,0.0,0.0
5bc4920804c87d00012798d1,1.0,0.0,0.0
5bc4920804c87d00012798d2,1.0,0.0,0.0
5bc4920804c87d00012798d3,1.0,0.0,0.0
5bc4920804c87d00012798d4,0.0,0.0,0.0
5bc4920804c87d00012798d5,1.0,0.0,1.0
5bc4920804c87d00012798d6,1.0,0.0,0.0
5bc4920804c87d00012798d7,0.0,0.0,0.0
5bc4920804c87d00012798d8,1.0,0.0,0.0
5bc4920804c87d00012798d9,0.0,1.0,1.0
5bc4920804c87d00012798da,1.0,0.0,0.0
5bc4920804c87d00012798db,0.0,0.0,0.0
5bc4920804c87d00012798dc,1.0,0.0,0.0
5bc4920804c87d00012798dd,1.0,0.0,0.0
5bc4920804c87d00012798de,1.0,0.0,0.0
5bc4920804c87d00012798df,1.0,0.0,0.0
5bc4920804c87d00012798e0,1.0,0.0,0.0
5bc4920804c87d00012798e1,1.0,1.0,1.0
5bc4920804c87d00012798e2,1.0,1.0,1.0
5bc4920804c87d00012798e3,1.0,0.0,0.0
5bc4920804c87d00012798e4,1.0,0.0,1.0
5bc4920804c87d00012798e5,1.0,0.0,1.0
5bc4920804c87d00012798e6,1.0,1.0,1.0
5bc4920804c87d00012798e7,1.0,0.0,0.0
5bc4920804c87d00012798e8,1.0,0.0,0.0
5bc4920804c87d00012798e9,0.0,0.0,0.0
5bc4920804c87d00012798ea,1.0,0.0,0.0
5bc4920804c87d00012798eb,1.0,0.0,0.0
5bc4920804c87d00012798ec,0.0,0.0,0.0
5bc4920804c87d00012798ed,0.0,1.0,1.0
5bc4920804c87d00012798ee,1.0,0.0,1.0
5bc4920804c87d00012798ef,1.0,0.0,1.0
5bc4920804c87d00012798f0,1.0,0.0,0.0
5bc4920804c87d00012798f1,0.0,0.0,0.0
5bc4920804c87d00012798f2,0.0,0.0,0.0
5bc4920804c87d00012798f3,1.0,1.0,1.0
5bc4920804c87d00012798f4,1.0,0.0,0.0
5bc4920804c87d00012798f5,1.0,0.0,0.0
5bc4920804c87d00012798f6,1.0,0.0,0.0
5bc4920804c87d00012798f7,0.0,0.0,0.0
5bc4920804c87d00012798f8,1.0,0.0,0.0
5bc4920804c87d00012798f9,0.0,1.0,1.0
5bc4920804c87d00012798fa,1.0,0.0,1.0
5bc4920804c87d00012798fb,1.0,0.0,0.0
5bc4920804c87d00012798fc,1.0,0.0,0.0
5bc4920804c87d00012798fd,1.0,1.0,1.0
5bc4920804c87d00012798fe,1.0,0.0,0.0
5bc4920804c87d00012798ff,1.0,0.0,1.0
5bc4920804c87d0001279900,0.0,1.0,1.0
5bc4920804c87d0001279901,1.0,0.0,1.0
5bc4920804c87d0001279902,1.0,1.0,1.0
5bc4920804c87d0001279903,1.0,0.0,0.0
5bc4920804c87d0001279904,1.0,0.0,0.0
5bc4920804c87d0001279905,1.0,0.0,1.0
5bc4920804c87d0001279906,1.0,0.0,0.0
5bc4920804c87d0001279907,0.0,0.0,1.0
5bc4920804c87d0001279908,1.0,0.0,0.0
5bc4920804c87d0001279909,1.0,0.0,0.0
5bc4920804c87d000127990a,0.0,0.0,0.0
5bc4920804c87d000127990b,1.0,0.0,0.0
5bc4920804c87d000127990c,0.0,0.0,1.0
5bc4920804c87d000127990d,0.0,0.0,1.0
5bc4920804c87d000127990e,1.0,0.0,0.0
5bc4920804c87d000127990f,0.0,0.0,0.0
5bc4920804c87d0001279910,1.0,0.0,0.0
5bc4920804c87d0001279911,1.0,0.0,0.0
5bc4920804c87d0001279912,1.0,0.0,0.0
5bc4920804c87d0001279913,0.0,0.0,0.0
5bc4920804c87d0001279914,0.0,0.0,0.0
5bc4920804c87d0001279915,1.0,0.0,0.0
5bc4920804c87d0001279916,0.0,0.0,0.0
5bc4920804c87d0001279917,1.0,0.0,1.0
5bc4920804c87d0001279918,1.0,0.0,0.0
5bc4920804c87d0001279919,1.0,0.0,0.0
5bc4920804c87d000127991a,1.0,1.0,1.0
5bc4920804c87d000127991b,0.0,0.0,0.0
5bc4920804c87d000127991c,1.0,0.0,1.0
5bc4920804c87d000127991d,1.0,1.0,1.0
5bc4920804c87d000127991e,1.0,1.0,1.0
5bc4920804c87d000127991f,1.0,0.0,0.0
5bc4920804c87d0001279920,1.0,1.0,1.0
5bc4920804c87d0001279921,1.0,1.0,1.0
5bc4920804c87d0001279922,1.0,0.0,0.0
5bc4920804c87d0001279923,1.0,0.0,0.0
5bc4920804c87d0001279924,0.0,0.0,0.0
5bc4920804c87d0001279925,0.0,0.0,0.0
5bc4920804c87d0001279926,1.0,0.0,0.0
5bc4920804c87d0001279927,1.0,1.0,1.0
5bc4920804c87d0001279928,1.0,0.0,1.0
5bc4920804c87d0001279929,1.0,1.0,1.0
5bc4920804c87d000127992a,0.0,0.0,0.0
5bc4920804c87d000127992b,1.0,0.0,1.0
5bc4920804c87d000127992c,0.0,0.0,1.0
5bc4920804c87d000127992d,1.0,0.0,0.0
5bc4920804c87d000127992e,1.0,0.0,0.0
5bc4920804c87d000127992f,0.0,1.0,1.0
5bc4920804c87d0001279930,1.0,0.0,0.0
5bc4920804c87d0001279931,0.0,0.0,0.0
5bc4920804c87d0001279932,0.0,0.0,1.0
5bc4920804c87d0001279933,1.0,1.0,1.0
5bc4920804c87d0001279934,1.0,0.0,0.0
5bc4920804c87d0001279935,1.0,0.0,0.0
5bc4920804c87d0001279936,1.0,0.0,0.0
5bc4920804c87d0001279937,1.0,0.0,0.0
5bc4920804c87d0001279938,0.0,0.0,0.0
5bc4920804c87d0001279939,1.0,0.0,0.0
5bc4920804c87d000127993a,1.0,1.0,1.0
5bc4920804c87d000127993b,1.0,0.0,0.0
5bc4920804c87d000127993c,1.0,0.0,1.0
5bc4920804c87d000127993d,1.0,1.0,1.0
5bc4920804c87d000127993e,0.0,0.0,0.0
5bc4920804c87d000127993f,1.0,0.0,0.0
5bc4920804c87d0001279940,1.0,0.0,0.0
5bc4920804c87d0001279941,1.0,0.0,0.0
5bc4920804c87d0001279942,1.0,0.0,0.0
5bc4920804c87d0001279943,1.0,0.0,0.0
5bc4920804c87d0001279944,1.0,1.0,1.0
5bc4920804c87d0001279945,1.0,0.0,1.0
5bc4920804c87d0001279946,0.0,0.0,1.0
5bc4920804c87d0001279947,1.0,0.0,0.0
5bc4920804c87d0001279948,0.0,0.0,1.0
5bc4920804c87d0001279949,1.0,0.0,1.0
5bc4920804c87d000127994a,0.0,0.0,0.0
5bc4920804c87d000127994b,0.0,0.0,0.0
5bc4920804c87d000127994c,0.0,0.0,0.0
5bc4920804c87d000127994d,1.0,0.0,1.0
5bc4920804c87d000127994e,0.0,0.0,0.0
5bc4920804c87d000127994f,1.0,0.0,1.0
5bc4920804c87d0001279950,1.0,0.0,1.0
5bc4920804c87d0001279951,0.0,1.0,1.0
5bc4920804c87d0001279952,1.0,0.0,0.0
5bc4920804c87d0001279953,1.0,1.0,1.0
5bc4920804c87d0001279954,1.0,0.0,0.0
5bc4920804c87d0001279955,1.0,0.0,0.0
5bc4920804c87d0001279956,0.0,0.0,0.0
5bc4920804c87d0001279957,0.0,0.0,1.0
5bc4920804c87d0001279958,0.0,0.0,0.0
5bc4920804c87d0001279959,1.0,0.0,0.0
5bc4920804c87d000127995a,1.0,0.0,0.0
5bc4920804c87d000127995b,1.0,0.0,1.0
5bc4920804c87d000127995c,0.0,0.0,0.0
5bc4920804c87d000127995d,0.0,0.0,1.0
5bc4920804c87d000127995e,0.0,0.0,0.0
5bc4920804c87d000127995f,1.0,0.0,0.0
5bc4920804c87d0001279960,0.0,1.0,1.0
5bc4920804c87d0001279961,1.0,0.0,0.0
5bc4920804c87d0001279962,1.0,0.0,1.0
5bc4920804c87d0001279963,1.0,0.0,1.0
5bc4920804c87d0001279964,0.0,0.0,0.0
5bc4920804c87d0001279965,1.0,0.0,0.0
5bc4920804c87d0001279966,1.0,0.0,1.0
5bc4920804c87d0001279967,1.0,0.0,1.0
5bc4920804c87d0001279968,0.0,0.0,1.0
5bc4920804c87d0001279969,1.0,0.0,0.0
5bc4920804c87d000127996a,1.0,1.0,1.0
5bc4920804c87d000127996b,1.0,1.0,1.0
5bc4920804c87d000127996c,1.0,0.0,0.0
5bc4920804c87d000127996d,0.0,0.0,0.0
5bc4920804c87d000127996e,1.0,0.0,0.0
5bc4920804c87d000127996f,1.0,0.0,0.0
5bc4920804c87d0001279970,0.0,0.0,1.0
5bc4920804c87d0001279971,1.0,0.0,0.0
5bc4920804c87d0001279972,1.0,0.0,1.0
5bc4920804c87d0001279973,1.0,0.0,0.0
5bc4920804c87d0001279974,1.0,0.0,0.0
5bc4920804c87d0001279975,1.0,0.0,1.0
5bc4920804c87d0001279976,1.0,0.0,0.0
5bc4920804c87d0001279977,1.0,0.0,0.0
5bc4920804c87d0001279978,1.0,0.0,0.0
5bc4920804c87d0001279979,0.0,1.0,1.0
5bc4920804c87d000127997a,0.0,0.0,0.0
5bc4920804c87d000127997b,0.0,0.0,0.0
5bc4920804c87d000127997c,0.0,0.0,0.0
5bc4920804c87d000127997d,1.0,0.0,0.0
5bc4920804c87d000127997e,0.0,0.0,0.0
5bc4920804c87d000127997f,1.0,0.0,0.0
5bc4920804c87d0001279980,1.0,0.0,0.0
5bc4920804c87d0001279981,1.0,0.0,0.0
5bc4920804c87d0001279982,0.0,0.0,0.0
5bc4920804c87d0001279983,1.0,0.0,0.0
5bc4920804c87d0001279984,1.0,1.0,1.0
5bc4920804c87d0001279985,1.0,0.0,1.0
5bc4920804c87d0001279986,1.0,0.0,1.0
5bc4920804c87d0001279987,1.0,0.0,1.0
5bc4920804c87d0001279988,0.0,0.0,0.0
5bc4920804c87d0001279989,1.0,0.0,0.0
5bc4920804c87d000127998a,0.0,0.0,0.0
5bc4920804c87d000127998b,0.0,0.0,1.0
5bc4920804c87d000127998c,0.0,0.0,0.0
5bc4920804c87d000127998d,0.0,0.0,1.0
5bc4920804c87d000127998e,1.0,0.0,0.0
5bc4920804c87d000127998f,1.0,0.0,1.0
5bc4920804c87d0001279990,0.0,0.0,0.0
5bc4920804c87d0001279991,1.0,0.0,0.0
5bc4920804c87d0001279992,1.0,0.0,0.0
5bc4920804c87d0001279993,1.0,0.0,0.0
5bc4920804c87d0001279994,1.0,0.0,0.0
5bc4920804c87d0001279995,1.0,0.0,1.0
5bc4920804c87d0001279996,0.0,0.0,0.0
5bc4920804c87d0001279997,1.0,0.0,1.0
5bc4920804c87d0001279998,1.0,0.0,1.0
5bc4920804c87d0001279999,1.0,0.0,1.0
5bc4920804c87d000127999a,1.0,0.0,1.0
5bc4920804c87d000127999b,1.0,0.0,1.0
5bc4920804c87d000127999c,1.0,0.0,1.0
5bc4920804c87d000127999d,0.0,0.0,0.0
5bc4920804c87d000127999e,0.0,0.0,0.0
5bc4920804c87d000127999f,1.0,0.0,1.0
5bc4920804c87d00012799a0,1.0,0.0,0.0
5bc4920804c87d00012799a1,1.0,1.0,1.0
5bc4920804c87d00012799a2,1.0,1.0,1.0
5bc4920804c87d00012799a3,0.0,0.0,0.0
5bc4920804c87d00012799a4,1.0,0.0,0.0
5bc4920804c87d00012799a5,1.0,0.0,0.0
5bc4920804c87d00012799a6,1.0,0.0,1.0
5bc4920804c87d00012799a7,1.0,1.0,1.0
5bc4920804c87d00012799a8,1.0,0.0,0.0
5bc4920804c87d00012799a9,0.0,1.0,1.0
5bc4920804c87d00012799aa,0.0,0.0,1.0
5bc4920804c87d00012799ab,0.0,0.0,1.0
5bc4920804c87d00012799ac,1.0,0.0,0.0
5bc4920804c87d00012799ad,1.0,0.0,0.0
5bc4920804c87d00012799ae,1.0,0.0,1.0
5bc4920804c87d00012799af,1.0,0.0,0.0
5bc4920804c87d00012799b0,1.0,0.0,0.0
5bc4920804c87d00012799b1,1.0,0.0,0.0
5bc4920804c87d00012799b2,1.0,1.0,1.0
5bc4920804c87d00012799b3,1.0,1.0,1.0
5bc4920804c87d00012799b4,0.0,0.0,0.0
5bc4920804c87d00012799b5,1.0,0.0,0.0
5bc4920804c87d00012799b6,1.0,0.0,0.0
5bc4920804c87d00012799b7,1.0,0.0,0.0
5bc4920804c87d00012799b8,1.0,0.0,0.0
5bc4920804c87d00012799b9,0.0,0.0,1.0
5bc4920804c87d00012799ba,0.0,0.0,0.0
5bc4920804c87d00012799bb,1.0,0.0,0.0
5bc4920804c87d00012799bc,1.0,0.0,1.0
5bc4920804c87d00012799bd,1.0,0.0,0.0
5bc4920804c87d00012799be,0.0,0.0,0.0
5bc4920804c87d00012799bf,1.0,0.0,1.0
5bc4920804c87d00012799c0,0.0,0.0,0.0
5bc4920804c87d00012799c1,1.0,0.0,1.0
5bc4920804c87d00012799c2,0.0,1.0,1.0
5bc4920804c87d00012799c3,1.0,0.0,0.0
5bc4920804c87d00012799c4,1.0,0.0,0.0
5bc4920804c87d00012799c5,1.0,1.0,1.0
5bc4920804c87d00012799c6,0.0,0.0,0.0
5bc4920804c87d00012799c7,1.0,0.0,1.0
5bc4920804c87d00012799c8,0.0,0.0,0.0
5bc4920804c87d00012799c9,1.0,0.0,0.0
5bc4920804c87d00012799ca,1.0,1.0,1.0
5bc4920804c87d00012799cb,1.0,0.0,0.0
5bc4920804c87d00012799cc,1.0,0.0,0.0
5bc4920804c87d00012799cd,0.0,1.0,1.0
5bc4920804c87d00012799ce,1.0,0.0,0.0
5bc4920804c87d00012799cf,0.0,0.0,0.0
5bc4920804c87d00012799d0,0.0,1.0,1.0
5bc4920804c87d00012799d1,1.0,0.0,0.0
5bc4920804c87d00012799d2,1.0,0.0,0.0
5bc4920804c87d00012799d3,1.0,0.0,0.0
5bc4920804c87d00012799d4,0.0,0.0,1.0
5bc4920804c87d00012799d5,1.0,0.0,0.0
5bc4920804c87d00012799d6,1.0,1.0,1.0
5bc4920804c87d00012799d7,0.0,0.0,0.0
5bc4920804c87d00012799d8,0.0,0.0,1.0
5bc4920804c87d00012799d9,1.0,0.0,0.0
5bc4920804c87d00012799da,0.0,0.0,0.0
5bc4920804c87d00012799db,1.0,0.0,0.0
5bc4920804c87d00012799dc,0.0,1.0,1.0
5bc4920804c87d00012799dd,0.0,0.0,0.0
5bc4920804c87d00012799de,1.0,0.0,0.0
5bc4920804c87d00012799df,1.0,0.0,0.0
5bc4920804c87d00012799e0,1.0,0.0,0.0
5bc4920804c87d00012799e1,1.0,0.0,0.0
5bc4920804c87d00012799e2,1.0,0.0,1.0
5bc4920804c87d00012799e3,1.0,0.0,0.0
5bc4920804c87d00012799e4,1.0,0.0,0.0
5bc4920804c87d00012799e5,1.0,0.0,0.0
5bc4920804c87d00012799e6,0.0,0.0,0.0
5bc4920804c87d00012799e7,0.0,1.0,1.0
5bc4920804c87d00012799e8,1.0,0.0,0.0
5bc4920804c87d00012799e9,0.0,0.0,0.0
5bc4920804c87d00012799ea,0.0,1.0,1.0
5bc4920804c87d00012799eb,1.0,0.0,0.0
5bc4920804c87d00012799ec,1.0,0.0,0.0
5bc4920804c87d00012799ed,1.0,0.0,0.0
5bc4920804c87d00012799ee,0.0,0.0,0.0
5bc4920804c87d00012799ef,1.0,0.0,0.0
5bc4920804c87d00012799f0,1.0,0.0,0.0
5bc4920804c87d00012799f1,1.0,1.0,1.0
5bc4920804c87d00012799f2,1.0,0.0,0.0
5bc4920804c87d00012799f3,1.0,0.0,0.0
5bc4920804c87d00012799f4,1.0,0.0,0.0
5bc4920804c87d00012799f5,1.0,1.0,1.0
5bc4920804c87d00012799f6,0.0,0.0,0.0
5bc4920804c87d00012799f7,1.0,0.0,0.0
5bc4920804c87d00012799f8,1.0,0.0,0.0
5bc4920804c87d00012799f9,1.0,1.0,1.0
5bc4920804c87d00012799fa,1.0,0.0,1.0
5bc4920804c87d00012799fb,1.0,1.0,1.0
5bc4920804c87d00012799fc,0.0,0.0,0.0
5bc4920804c87d00012799fd,1.0,0.0,0.0
5bc4920804c87d00012799fe,1.0,0.0,1.0
5bc4920804c87d00012799ff,1.0,1.0,1.0
5bc4920804c87d0001279a00,0.0,0.0,0.0
5bc4920804c87d0001279a01,0.0,0.0,1.0
5bc4920804c87d0001279a02,1.0,1.0,1.0
5bc4920804c87d0001279a03,1.0,0.0,1.0
5bc4920804c87d0001279a04,0.0,0.0,1.0
5bc4920804c87d0001279a05,0.0,0.0,0.0
5bc4920804c87d0001279a06,1.0,1.0,1.0
5bc4920804c87d0001279a07,0.0,0.0,1.0
5bc4920804c87d0001279a08,1.0,0.0,0.0
5bc4920804c87d0001279a09,0.0,1.0,1.0
5bc4920804c87d0001279a0a,1.0,0.0,0.0
5bc4920804c87d0001279a0b,0.0,0.0,0.0
5bc4920804c87d0001279a0c,0.0,1.0,1.0
5bc4920804c87d0001279a0d,1.0,0.0,0.0
5bc4920804c87d0001279a0e,1.0,1.0,1.0
5bc4920804c87d0001279a0f,0.0,0.0,0.0
5bc4920804c87d0001279a10,1.0,1.0,1.0
5bc4920804c87d0001279a11,1.0,0.0,0.0
5bc4920804c87d0001279a12,1.0,0.0,0.0
5bc4920804c87d0001279a13,0.0,1.0,1.0
5bc4920804c87d0001279a14,1.0,0.0,0.0
5bc4920804c87d0001279a15,1.0,0.0,0.0
5bc4920804c87d0001279a16,1.0,0.0,1.0
5bc4920804c87d0001279a17,0.0,0.0,0.0
5bc4920804c87d0001279a18,1.0,0.0,0.0
5bc4920804c87d0001279a19,1.0,0.0,0.0
5bc4920804c87d0001279a1a,1.0,0.0,1.0
5bc4920804c87d0001279a1b,0.0,0.0,0.0
5bc4920804c87d0001279a1c,1.0,0.0,1.0
5bc4920804c87d0001279a1d,1.0,0.0,0.0
5bc4920804c87d0001279a1e,1.0,0.0,0.0
5bc4920804c87d0001279a1f,1.0,1.0,1.0
5bc4920804c87d0001279a20,1.0,0.0,1.0
5bc4920804c87d0001279a21,1.0,1.0,1.0
5bc4920804c87d0001279a22,1.0,1.0,1.0
5bc4920804c87d0001279a23,1.0,0.0,0.0
5bc4920804c87d0001279a24,1.0,0.0,0.0
5bc4920804c87d0001279a25,0.0,0.0,1.0
5bc4920804c87d0001279a26,1.0,0.0,0.0
5bc4920804c87d0001279a27,0.0,0.0,1.0
5bc4920804c87d0001279a28,1.0,0.0,0.0
5bc4920804c87d0001279a29,1.0,0.0,0.0
5bc4920804c87d0001279a2a,0.0,0.0,0.0
5bc4920804c87d0001279a2b,1.0,0.0,0.0
5bc4920804c87d0001279a2c,1.0,0.0,0.0
5bc4920804c87d0001279a2d,1.0,0.0,0.0
5bc4920804c87d0001279a2e,0.0,0.0,0.0
5bc4920804c87d0001279a2f,1.0,0.0,0.0
5bc4920804c87d0001279a30,1.0,0.0,0.0
5bc4920804c87d0001279a31,1.0,0.0,0.0
5bc4920804c87d0001279a32,1.0,0.0,0.0
5bc4920804c87d0001279a33,1.0,0.0,0.0
5bc4920804c87d0001279a34,1.0,0.0,0.0
5bc4920804c87d0001279a35,1.0,1.0,1.0
5bc4920804c87d0001279a36,1.0,0.0,0.0
5bc4920804c87d0001279a37,0.0,0.0,0.0
5bc4920804c87d0001279a38,1.0,0.0,0.0
5bc4920804c87d0001279a39,1.0,0.0,0.0
5bc4920804c87d0001279a3a,1.0,0.0,0.0
5bc4920804c87d0001279a3b,0.0,0.0,0.0
5bc4920804c87d0001279a3c,0.0,0.0,0.0
5bc4920804c87d0001279a3d,1.0,1.0,1.0
5bc4920804c87d0001279a3e,1.0,0.0,0.0
5bc4920804c87d0001279a3f,1.0,0.0,0.0
5bc4920804c87d0001279a40,1.0,0.0,1.0
5bc4920804c87d0001279a41,1.0,1.0,1.0
5bc4920804c87d0001279a42,0.0,0.0,0.0
5bc4920804c87d0001279a43,1.0,0.0,1.0
5bc4920804c87d0001279a44,1.0,0.0,0.0
5bc4920804c87d0001279a45,1.0,1.0,1.0
5bc4920804c87d0001279a46,1.0,0.0,0.0
5bc4920804c87d0001279a47,0.0,0.0,0.0
5bc4920804c87d0001279a48,0.0,0.0,0.0
5bc4920804c87d0001279a49,1.0,0.0,0.0
5bc4920804c87d0001279a4a,1.0,0.0,0.0
5bc4920804c87d0001279a4b,1.0,1.0,1.0
5bc4920804c87d0001279a4c,1.0,0.0,0.0
5bc4920804c87d0001279a4d,0.0,1.0,1.0
5bc4920804c87d0001279a4e,1.0,0.0,1.0
5bc4920804c87d0001279a4f,1.0,0.0,0.0
5bc4920804c87d0001279a50,0.0,0.0,0.0
5bc4920804c87d0001279a51,0.0,0.0,0.0
5bc4920804c87d0001279a52,0.0,0.0,0.0
5bc4920804c87d0001279a53,0.0,1.0,1.0
5bc4920804c87d0001279a54,1.0,0.0,1.0
5bc4920804c87d0001279a55,1.0,0.0,0.0
5bc4920804c87d0001279a56,1.0,0.0,0.0
5bc4920804c87d0001279a57,0.0,0.0,1.0
5bc4920804c87d0001279a58,1.0,0.0,0.0
5bc4920804c87d0001279a59,1.0,0.0,0.0
5bc4920804c87d0001279a5a,0.0,0.0,0.0
5bc4920804c87d0001279a5b,1.0,1.0,1.0
5bc4920804c87d0001279a5c,1.0,1.0,1.0
5bc4920804c87d0001279a5d,0.0,0.0,1.0
5bc4920804c87d0001279a5e,0.0,0.0,0.0
5bc4920804c87d0001279a5f,1.0,1.0,1.0
5bc4920804c87d0001279a60,0.0,0.0,0.0
5bc4920804c87d0001279a61,1.0,1.0,1.0
5bc4920804c87d0001279a62,0.0,1.0,1.0
5bc4920804c87d0001279a63,1.0,0.0,0.0
5bc4920804c87d0001279a64,1.0,0.0,1.0
5bc4920804c87d0001279a65,1.0,1.0,1.0
5bc4920804c87d0001279a66,0.0,0.0,1.0
5bc4920804c87d0001279a67,1.0,0.0,0.0
5bc4920804c87d0001279a68,1.0,0.0,1.0
5bc4920804c87d0001279a69,1.0,0.0,0.0
5bc4920804c87d0001279a6a,1.0,0.0,0.0
5bc4920804c87d0001279a6b,0.0,0.0,0.0
5bc4920804c87d0001279a6c,1.0,0.0,0.0
5bc4920804c87d0001279a6d,1.0,0.0,0.0
5bc4920804c87d0001279a6e,1.0,0.0,0.0
5bc4920804c87d0001279a6f,1.0,1.0,1.0
5bc4920804c87d0001279a70,0.0,0.0,0.0
5bc4920804c87d0001279a71,1.0,1.0,1.0
5bc4920804c87d0001279a72,0.0,0.0,0.0
5bc4920804c87d0001279a73,1.0,0.0,0.0
5bc4920804c87d0001279a74,1.0,0.0,0.0
5bc4920804c87d0001279a75,0.0,0.0,0.0
5bc4920804c87d0001279a76,0.0,0.0,1.0
5bc4920804c87d0001279a77,1.0,1.0,1.0
5bc4920804c87d0001279a78,0.0,0.0,1.0
5bc4920804c87d0001279a79,1.0,0.0,0.0
5bc4920804c87d0001279a7a,1.0,0.0,1.0
5bc4920804c87d0001279a7b,1.0,0.0,0.0
5bc4920804c87d0001279a7c,1.0,0.0,0.0
5bc4920804c87d0001279a7d,1.0,0.0,0.0
5bc4920804c87d0001279a7e,1.0,1.0,1.0
5bc4920804c87d0001279a7f,0.0,0.0,0.0
5bc4920804c87d0001279a80,1.0,0.0,0.0
5bc4920804c87d0001279a81,1.0,1.0,1.0
5bc4920804c87d0001279a82,1.0,0.0,0.0
5bc4920804c87d0001279a83,1.0,0.0,0.0
5bc4920804c87d0001279a84,1.0,0.0,0.0
5bc4920804c87d0001279a85,1.0,0.0,0.0
5bc4920804c87d0001279a86,1.0,0.0,0.0
5bc4920804c87d0001279a87,0.0,0.0,1.0
5bc4920804c87d0001279a88,1.0,1.0,1.0
5bc4920804c87d0001279a89,1.0,0.0,0.0
5bc4920804c87d0001279a8a,1.0,0.0,1.0
5bc4920804c87d0001279a8b,0.0,0.0,0.0
5bc4920804c87d0001279a8c,1.0,0.0,0.0
5bc4920804c87d0001279a8d,1.0,0.0,0.0
5bc4920804c87d0001279a8e,0.0,1.0,1.0
5bc4920804c87d0001279a8f,1.0,0.0,0.0
5bc4920804c87d0001279a90,0.0,0.0,1.0
5bc4920804c87d0001279a91,1.0,0.0,0.0
5bc4920804c87d0001279a92,1.0,0.0,0.0
5bc4920804c87d0001279a93,0.0,0.0,0.0
5bc4920804c87d0001279a94,1.0,1.0,1.0
5bc4920804c87d0001279a95,1.0,1.0,1.0
5bc4920804c87d0001279a96,0.0,0.0,0.0
5bc4920804c87d0001279a97,1.0,1.0,1.0
5bc4920804c87d0001279a98,1.0,0.0,0.0
5bc4920804c87d0001279a99,1.0,1.0,1.0
5bc4920804c87d0001279a9a,1.0,0.0,0.0
5bc4920804c87d0001279a9b,0.0,0.0,0.0
5bc4920804c87d0001279a9c,1.0,0.0,0.0
5bc4920804c87d0001279a9d,1.0,0.0,0.0
5bc4920804c87d0001279a9e,1.0,0.0,0.0
5bc4920804c87d0001279a9f,1.0,1.0,1.0
5bc4920804c87d0001279aa0,1.0,0.0,0.0
5bc4920804c87d0001279aa1,1.0,0.0,1.0
5bc4920804c87d0001279aa2,1.0,0.0,0.0
5bc4920804c87d0001279aa3,1.0,0.0,0.0
5bc4920804c87d0001279aa4,0.0,0.0,0.0
5bc4920804c87d0001279aa5,1.0,0.0,0.0
5bc4920804c87d0001279aa6,1.0,0.0,0.0
5bc4920804c87d0001279aa7,0.0,1.0,1.0
5bc4920804c87d0001279aa8,1.0,1.0,1.0
5bc4920804c87d0001279aa9,0.0,0.0,0.0
5bc4920804c87d0001279aaa,1.0,0.0,0.0
5bc4920804c87d0001279aab,1.0,0.0,0.0
5bc4920804c87d0001279aac,1.0,0.0,0.0
5bc4920804c87d0001279aad,0.0,0.0,0.0
5bc4920804c87d0001279aae,0.0,0.0,1.0
5bc4920804c87d0001279aaf,0.0,0.0,0.0
5bc4920804c87d0001279ab0,0.0,0.0,1.0
5bc4920804c87d0001279ab1,0.0,1.0,1.0
5bc4920804c87d0001279ab2,0.0,0.0,0.0
5bc4920804c87d0001279ab3,1.0,0.0,0.0
5bc4920804c87d0001279ab4,1.0,0.0,0.0
5bc4920804c87d0001279ab5,1.0,0.0,0.0
5bc4920804c87d0001279ab6,1.0,0.0,0.0
5bc4920804c87d0001279ab7,1.0,1.0,1.0
5bc4920804c87d0001279ab8,1.0,0.0,0.0
5bc4920804c87d0001279ab9,1.0,0.0,0.0
5bc4920804c87d0001279aba,1.0,0.0,1.0
5bc4920804c87d0001279abb,1.0,1.0,1.0
5bc4920804c87d0001279abc,0.0,0.0,0.0
5bc4920804c87d0001279abd,1.0,0.0,0.0
5bc4920804c87d0001279abe,0.0,0.0,0.0
5bc4920804c87d0001279abf,1.0,0.0,0.0
5bc4920804c87d0001279ac0,0.0,1.0,1.0
5bc4920804c87d0001279ac1,1.0,1.0,1.0
5bc4920804c87d0001279ac2,1.0,0.0,0.0
5bc4920804c87d0001279ac3,0.0,0.0,1.0
5bc4920804c87d0001279ac4,0.0,0.0,1.0
5bc4920804c87d0001279ac5,1.0,0.0,0.0
5bc4920804c87d0001279ac6,1.0,1.0,1.0
5bc4920804c87d0001279ac7,1.0,0.0,1.0
5bc4920804c87d0001279ac8,0.0,0.0,0.0
5bc4920804c87d0001279ac9,1.0,1.0,1.0
5bc4920804c87d0001279aca,1.0,0.0,0.0
5bc4920804c87d0001279acb,1.0,0.0,0.0
5bc4920804c87d0001279acc,0.0,0.0,1.0
5bc4920804c87d0001279acd,1.0,0.0,0.0
5bc4920804c87d0001279ace,1.0,1.0,1.0
